date,customer_id,product_id,quantity,revenue
2024-01-01,10226,2009,1,2627.52
2024-01-01,10309,2007,3,13333.08
2024-01-01,10037,2003,4,1245.75
2024-01-01,10019,2000,3,11303.4
2024-01-01,10220,2002,4,14443.25
2024-01-01,10185,2006,4,5206.49
2024-01-01,10253,2007,2,10065.44
2024-01-01,10402,2002,1,4028.31
2024-01-01,10210,2005,4,2375.2
2024-01-01,10029,2009,2,4793.77
2024-01-01,10355,2002,4,15288.13
2024-01-01,10349,2006,1,1269.05
2024-01-01,10145,2003,1,299.91
2024-01-01,10250,2008,4,3064.85
2024-01-01,10160,2000,2,7201.76
2024-01-01,10239,2005,3,1967.7
2024-01-01,10074,2006,1,1401.84
2024-01-01,10324,2008,4,3104.95
2024-01-01,10049,2002,1,4078.32
2024-01-01,10349,2005,1,638.44
2024-01-01,10364,2002,1,3573.17
2024-01-01,10034,2009,3,7445.73
2024-01-01,10319,2004,4,10412.19
2024-01-01,10073,2004,4,9098.23
2024-01-01,10259,2006,3,3855.33
2024-01-01,10128,2007,1,4448.12
2024-01-01,10296,2005,2,1255.4
2024-01-01,10187,2008,3,2597.1
2024-01-01,10472,2003,1,268.77
2024-01-01,10363,2009,2,4617.12
2024-01-01,10390,2002,3,12719.63
2024-01-01,10119,2009,4,9916.02
2024-01-01,10478,2009,1,2685.37
2024-01-01,10043,2008,1,854.6
2024-01-01,10106,2003,2,636.08
2024-01-01,10440,2004,4,9455.03
2024-01-01,10474,2006,2,2777.72
2024-01-01,10465,2007,3,16175.96
2024-01-01,10142,2006,1,1170.86
2024-01-01,10491,2007,4,20229.8
2024-01-01,10164,2009,1,2420.65
2024-01-01,10130,2006,2,2413.19
2024-01-01,10304,2002,3,12874.33
2024-01-01,10383,2008,1,736.62
2024-01-01,10177,2004,4,9656.89
2024-01-01,10326,2005,3,1859.1
2024-01-01,10151,2001,4,18027.48
2024-01-01,10168,2006,2,2597.16
2024-01-01,10097,2005,2,1218.08
2024-01-01,10064,2009,1,2361.83
2024-01-01,10021,2008,2,1467.96
2024-01-01,10143,2002,1,4116.77
2024-01-01,10075,2007,3,14840.97
2024-01-01,10443,2009,3,6949.61
2024-01-01,10318,2000,4,13572.32
2024-01-01,10276,2003,2,568.28
2024-01-01,10365,2003,2,531.55
2024-01-01,10231,2004,3,7922.45
2024-01-01,10091,2008,4,3502.63
2024-01-01,10025,2000,3,10626.68
2024-01-01,10247,2002,4,15002.56
2024-01-01,10041,2003,3,812.76
2024-01-02,10278,2008,3,2337.42
2024-01-02,10402,2004,3,6915.17
2024-01-02,10267,2009,4,9744.89
2024-01-02,10475,2008,4,3050.16
2024-01-02,10071,2006,1,1259.26
2024-01-02,10431,2007,2,9194.15
2024-01-02,10467,2005,4,2292.55
2024-01-02,10335,2002,1,4239.79
2024-01-02,10113,2007,2,9160.11
2024-01-02,10128,2006,4,5003.85
2024-01-02,10415,2004,4,10404.23
2024-01-02,10365,2005,3,1983.4
2024-01-02,10011,2006,4,5646.57
2024-01-02,10108,2006,1,1329.21
2024-01-02,10268,2001,4,18974.15
2024-01-02,10222,2006,4,4642.64
2024-01-02,10024,2002,1,3552.17
2024-01-02,10403,2001,2,7903.32
2024-01-02,10132,2002,1,3793.31
2024-01-02,10264,2003,2,593.06
2024-01-02,10210,2008,3,2586.89
2024-01-02,10363,2008,1,759.01
2024-01-02,10469,2002,4,15168.13
2024-01-02,10473,2004,4,10458.01
2024-01-02,10189,2000,1,3449.41
2024-01-02,10033,2008,3,2370.91
2024-01-02,10313,2008,3,2452.61
2024-01-02,10149,2000,1,3720.08
2024-01-02,10349,2002,1,3628.17
2024-01-02,10271,2001,2,8309.78
2024-01-02,10247,2006,2,2755.03
2024-01-02,10123,2000,4,12823.27
2024-01-02,10127,2002,4,16834.44
2024-01-02,10302,2005,3,1736.59
2024-01-02,10226,2008,1,783.59
2024-01-02,10499,2003,4,1113.64
2024-01-02,10392,2002,4,16202.64
2024-01-02,10209,2002,1,4214.76
2024-01-02,10218,2006,3,3557.89
2024-01-02,10375,2005,2,1317.88
2024-01-02,10327,2002,3,12885.61
2024-01-02,10333,2003,1,267.19
2024-01-02,10343,2009,2,4865.22
2024-01-02,10431,2008,3,2621.12
2024-01-02,10386,2009,3,8099.16
2024-01-02,10467,2006,2,2688.64
2024-01-02,10250,2006,1,1229.83
2024-01-02,10430,2003,2,555.13
2024-01-02,10436,2003,4,1120.83
2024-01-02,10264,2000,4,13415.42
2024-01-02,10141,2004,3,6960.44
2024-01-02,10333,2008,4,2914.81
2024-01-02,10475,2007,2,10200.52
2024-01-02,10109,2005,1,674.23
2024-01-02,10254,2006,4,4876.08
2024-01-02,10368,2002,3,12929.46
2024-01-02,10049,2004,3,7597.34
2024-01-02,10303,2003,1,299.95
2024-01-02,10416,2004,1,2466.87
2024-01-02,10392,2003,3,940.5
2024-01-02,10215,2000,4,14070.57
2024-01-02,10430,2007,4,21359.84
2024-01-02,10173,2008,3,2582.68
2024-01-02,10092,2005,4,2676.81
2024-01-02,10037,2003,1,306.05
2024-01-02,10131,2006,3,3573.87
2024-01-02,10259,2005,4,2450.58
2024-01-02,10341,2001,4,17605.82
2024-01-02,10438,2008,1,761.35
2024-01-02,10421,2005,2,1167.98
2024-01-02,10400,2005,2,1328.4
2024-01-02,10466,2009,1,2519.34
2024-01-02,10108,2000,3,9877.05
2024-01-02,10290,2003,4,1197.9
2024-01-02,10188,2005,1,553.69
2024-01-02,10189,2007,3,15822.24
2024-01-02,10352,2009,3,8095.62
2024-01-02,10432,2009,3,6938.05
2024-01-02,10232,2008,4,2929.24
2024-01-02,10040,2000,4,14110.26
2024-01-02,10058,2006,3,4146.81
2024-01-02,10396,2002,3,10896.79
2024-01-02,10045,2000,4,13802.42
2024-01-02,10331,2007,4,20413.44
2024-01-02,10108,2000,1,3658.55
2024-01-02,10475,2009,1,2290.89
2024-01-02,10346,2006,2,2447.35
2024-01-02,10214,2000,3,11297.79
2024-01-02,10145,2001,4,16857.45
2024-01-02,10126,2003,2,540.29
2024-01-02,10238,2007,4,21318.96
2024-01-02,10331,2009,3,7411.92
2024-01-02,10422,2001,3,13322.01
2024-01-02,10201,2001,3,13186.27
2024-01-02,10265,2001,3,14013.7
2024-01-02,10376,2006,4,4806.47
2024-01-02,10453,2004,2,4938.41
2024-01-02,10386,2007,2,8905.48
2024-01-02,10267,2002,3,11730.87
2024-01-02,10300,2009,1,2352.69
2024-01-02,10048,2008,3,2546.38
2024-01-02,10293,2004,2,5254.39
2024-01-02,10419,2002,1,3745.11
2024-01-02,10436,2005,2,1250.5
2024-01-02,10363,2001,4,18371.3
2024-01-02,10155,2008,3,2202.58
2024-01-02,10074,2009,3,7787.96
2024-01-02,10099,2000,4,13669.85
2024-01-02,10439,2004,3,6837.09
2024-01-02,10055,2000,1,3818.54
2024-01-02,10274,2009,4,9931.7
2024-01-02,10418,2000,1,3629.59
2024-01-02,10324,2007,2,10543.81
2024-01-02,10439,2005,1,565.67
2024-01-02,10112,2001,1,4080.31
2024-01-02,10343,2002,3,10906.91
2024-01-02,10153,2005,3,1801.2
2024-01-02,10233,2002,2,7549.55
2024-01-02,10124,2004,2,4545.74
2024-01-02,10121,2004,2,4786.04
2024-01-02,10034,2006,2,2624.99
2024-01-02,10200,2000,1,3357.06
2024-01-02,10430,2003,1,287.4
2024-01-02,10495,2005,4,2692.53
2024-01-02,10488,2000,1,3534.65
2024-01-02,10341,2004,3,7862.02
2024-01-02,10386,2009,2,4844.15
2024-01-02,10050,2009,1,2548.34
2024-01-02,10382,2004,4,10467.25
2024-01-02,10323,2002,1,3984.38
2024-01-02,10279,2002,1,4020.27
2024-01-02,10138,2003,3,932.23
2024-01-02,10098,2001,4,16657.2
2024-01-02,10151,2009,3,7177.63
2024-01-02,10340,2007,4,21130.4
2024-01-02,10100,2003,2,556.23
2024-01-02,10063,2004,2,5127.06
2024-01-02,10172,2005,1,644.36
2024-01-02,10486,2004,1,2543.21
2024-01-02,10424,2009,4,11134.15
2024-01-02,10370,2002,2,8596.97
2024-01-02,10235,2003,4,1174.62
2024-01-02,10182,2009,4,9742.13
2024-01-02,10416,2007,3,14468.02
2024-01-02,10202,2008,3,2431.7
2024-01-02,10178,2004,2,4865.74
2024-01-02,10091,2002,3,12386.18
2024-01-02,10259,2006,1,1279.97
2024-01-02,10328,2007,4,17777.25
2024-01-02,10336,2000,1,3781.0
2024-01-02,10146,2005,3,1823.44
2024-01-02,10012,2006,4,5414.24
2024-01-02,10021,2005,3,1979.58
2024-01-02,10393,2009,4,9769.84
2024-01-02,10463,2001,1,4123.69
2024-01-02,10183,2008,2,1439.64
2024-01-02,10018,2001,4,18965.77
2024-01-02,10487,2006,2,2322.2
2024-01-02,10064,2003,1,301.95
2024-01-02,10398,2004,1,2578.89
2024-01-02,10388,2008,3,2578.81
2024-01-02,10034,2001,3,11878.8
2024-01-02,10264,2001,2,8250.09
2024-01-02,10259,2005,3,1786.77
2024-01-02,10258,2001,1,4707.33
2024-01-02,10122,2005,4,2545.94
2024-01-02,10144,2006,2,2723.54
2024-01-02,10143,2005,4,2282.32
2024-01-02,10473,2007,3,13948.61
2024-01-02,10289,2006,3,4092.23
2024-01-02,10461,2007,2,9407.75
2024-01-02,10117,2006,1,1374.04
2024-01-02,10400,2008,2,1749.39
2024-01-02,10020,2002,1,3855.49
2024-01-02,10280,2005,3,1985.7
2024-01-02,10022,2009,2,5416.26
2024-01-02,10053,2003,4,1219.49
2024-01-02,10013,2001,4,16342.51
2024-01-02,10052,2007,3,14959.39
2024-01-02,10190,2003,1,318.65
2024-01-02,10263,2001,4,17246.99
2024-01-02,10461,2001,2,9187.99
2024-01-02,10126,2008,4,3130.62
2024-01-02,10440,2000,2,7407.66
2024-01-02,10273,2005,2,1325.54
2024-01-02,10087,2001,4,15545.75
2024-01-02,10324,2008,4,3075.59
2024-01-02,10138,2008,1,739.15
2024-01-02,10136,2001,4,17506.26
2024-01-02,10337,2002,1,3860.4
2024-01-02,10197,2007,4,20430.0
2024-01-02,10400,2009,3,7624.21
2024-01-02,10416,2008,4,3305.21
2024-01-02,10174,2006,1,1340.82
2024-01-02,10012,2004,1,2345.72
2024-01-02,10010,2000,4,14589.63
2024-01-02,10093,2008,1,794.3
2024-01-02,10210,2004,2,4520.96
2024-01-02,10303,2006,4,5520.44
2024-01-02,10354,2001,4,16805.22
2024-01-02,10235,2008,4,3422.14
2024-01-02,10012,2001,1,4592.62
2024-01-02,10030,2001,4,16813.69
2024-01-02,10165,2005,4,2529.22
2024-01-02,10099,2006,1,1166.66
2024-01-02,10392,2007,4,20337.23
2024-01-02,10273,2002,4,17173.88
2024-01-02,10427,2004,4,10236.57
2024-01-02,10437,2000,4,12858.8
2024-01-02,10234,2002,1,3574.7
2024-01-02,10117,2005,2,1239.08
2024-01-02,10302,2004,2,4432.49
2024-01-02,10164,2005,4,2622.84
2024-01-02,10336,2003,2,578.1
2024-01-02,10408,2002,3,11364.41
2024-01-02,10267,2005,4,2215.85
2024-01-02,10170,2008,4,2900.23
2024-01-02,10345,2005,1,591.05
2024-01-02,10155,2000,4,12988.3
2024-01-02,10459,2005,1,562.13
2024-01-02,10174,2008,2,1494.84
2024-01-02,10390,2004,1,2588.56
2024-01-02,10441,2006,4,5290.03
2024-01-02,10011,2004,4,9912.92
2024-01-02,10227,2002,1,3958.1
2024-01-02,10263,2000,3,11105.93
2024-01-02,10455,2005,3,1769.86
2024-01-02,10194,2008,1,757.78
2024-01-02,10411,2006,4,4689.18
2024-01-02,10089,2007,1,4677.22
2024-01-02,10311,2003,2,605.27
2024-01-02,10287,2005,1,577.92
2024-01-02,10089,2006,2,2775.78
2024-01-02,10024,2009,3,7753.19
2024-01-02,10266,2004,4,10084.88
2024-01-02,10494,2000,1,3819.07
2024-01-02,10101,2007,2,9810.06
2024-01-02,10046,2008,2,1456.67
2024-01-02,10240,2001,1,4312.28
2024-01-02,10360,2007,2,9702.79
2024-01-02,10421,2001,3,12566.53
2024-01-02,10121,2004,2,4492.92
2024-01-02,10293,2005,2,1218.41
2024-01-02,10201,2002,2,8413.42
2024-01-02,10007,2000,1,3842.77
2024-01-02,10332,2001,3,12663.85
2024-01-02,10491,2005,1,576.93
2024-01-02,10354,2007,4,21527.0
2024-01-02,10445,2008,4,3039.37
2024-01-02,10088,2001,3,12105.29
2024-01-02,10357,2005,2,1346.53
2024-01-02,10259,2002,1,4241.17
2024-01-02,10353,2000,3,10295.82
2024-01-02,10335,2001,2,9073.28
2024-01-02,10140,2009,4,10734.11
2024-01-02,10483,2000,3,10866.63
2024-01-02,10186,2003,4,1238.54
2024-01-02,10092,2005,4,2216.92
2024-01-02,10073,2003,1,286.89
2024-01-02,10155,2009,3,7838.79
2024-01-02,10215,2009,4,9522.5
2024-01-02,10054,2007,4,18141.35
2024-01-02,10100,2008,1,795.18
2024-01-02,10140,2009,4,9748.45
2024-01-02,10247,2006,3,4209.03
2024-01-02,10128,2008,1,795.28
2024-01-02,10322,2003,4,1236.35
2024-01-02,10162,2002,1,3877.64
2024-01-02,10345,2000,2,7701.3
2024-01-02,10348,2003,1,285.81
2024-01-02,10323,2000,2,7574.82
2024-01-02,10153,2003,4,1065.34
2024-01-02,10314,2008,1,754.92
2024-01-02,10192,2000,2,7525.09
2024-01-02,10236,2008,1,787.28
2024-01-02,10255,2007,3,14589.3
2024-01-02,10075,2009,3,7301.58
2024-01-02,10187,2006,3,4169.6
2024-01-02,10153,2007,1,4855.15
2024-01-02,10131,2006,2,2772.09
2024-01-02,10241,2003,1,299.49
2024-01-02,10040,2002,4,16798.82
2024-01-02,10411,2008,3,2188.27
2024-01-02,10270,2002,1,3889.9
2024-01-02,10366,2007,3,15798.26
2024-01-02,10188,2003,2,620.49
2024-01-02,10023,2009,4,9468.97
2024-01-02,10440,2000,3,9560.1
2024-01-02,10115,2006,1,1167.08
2024-01-02,10253,2004,2,4940.4
2024-01-02,10248,2005,2,1118.91
2024-01-02,10137,2007,3,13926.31
2024-01-02,10084,2003,3,949.93
2024-01-02,10341,2003,4,1131.83
2024-01-02,10498,2003,3,867.56
2024-01-02,10396,2006,2,2470.67
2024-01-02,10189,2004,1,2333.14
2024-01-02,10434,2008,2,1544.4
2024-01-02,10046,2005,4,2694.86
2024-01-02,10021,2004,2,4997.95
2024-01-02,10240,2006,3,4053.92
2024-01-02,10031,2001,3,12989.35
2024-01-02,10464,2009,2,4850.24
2024-01-02,10323,2003,3,920.23
2024-01-02,10404,2004,2,5184.58
2024-01-02,10190,2008,3,2332.08
2024-01-02,10488,2007,2,10258.56
2024-01-02,10095,2006,3,4092.26
2024-01-02,10494,2006,2,2689.83
2024-01-02,10125,2008,1,723.33
2024-01-02,10168,2008,1,752.47
2024-01-02,10339,2003,1,315.1
2024-01-02,10062,2000,4,14501.34
2024-01-02,10108,2006,4,5140.23
2024-01-02,10450,2009,3,7643.84
2024-01-02,10351,2003,2,531.32
2024-01-02,10042,2003,3,796.17
2024-01-02,10313,2000,2,7492.15
2024-01-02,10246,2003,4,1224.73
2024-01-02,10338,2005,1,618.37
2024-01-02,10167,2002,1,3925.03
2024-01-02,10282,2005,4,2299.05
2024-01-02,10319,2002,3,11520.43
2024-01-02,10378,2009,1,2370.13
2024-01-02,10451,2006,2,2763.1
2024-01-02,10370,2008,1,729.72
2024-01-02,10205,2007,3,15016.37
2024-01-02,10271,2006,3,3956.82
2024-01-02,10499,2007,4,18502.63
2024-01-02,10011,2004,3,6909.01
2024-01-02,10139,2000,2,6778.13
2024-01-02,10056,2004,2,4660.7
2024-01-02,10032,2001,4,16683.57
2024-01-02,10213,2004,3,6710.43
2024-01-02,10046,2006,4,5640.02
2024-01-02,10083,2005,3,1891.23
2024-01-02,10013,2006,3,4078.18
2024-01-02,10476,2007,4,18861.62
2024-01-02,10337,2009,1,2789.01
2024-01-02,10217,2009,1,2342.57
2024-01-02,10057,2004,4,9628.63
2024-01-02,10452,2001,2,8771.04
2024-01-02,10432,2000,4,12827.11
2024-01-02,10386,2009,2,5071.84
2024-01-02,10207,2001,4,17429.62
2024-01-02,10165,2005,2,1253.78
2024-01-02,10294,2005,4,2357.04
2024-01-02,10437,2003,4,1166.64
2024-01-02,10482,2001,2,8873.63
2024-01-02,10405,2002,2,7451.81
2024-01-02,10265,2008,1,825.7
2024-01-02,10325,2008,3,2285.06
2024-01-02,10257,2003,1,271.6
2024-01-02,10472,2009,1,2770.88
2024-01-02,10149,2002,4,14137.53
2024-01-02,10247,2005,4,2555.47
2024-01-02,10024,2000,1,3425.22
2024-01-02,10006,2000,1,3470.53
2024-01-02,10384,2009,4,10637.7
2024-01-02,10045,2009,4,10529.27
2024-01-02,10175,2005,1,613.92
2024-01-02,10282,2005,2,1128.24
2024-01-02,10340,2008,4,3423.65
2024-01-02,10131,2008,3,2159.56
2024-01-02,10247,2000,3,10805.82
2024-01-02,10169,2001,4,16236.79
2024-01-02,10038,2000,1,3770.05
2024-01-02,10479,2003,3,799.36
2024-01-02,10224,2008,2,1523.28
2024-01-02,10431,2001,4,16757.43
2024-01-02,10433,2002,2,8009.95
2024-01-02,10330,2001,2,9408.4
2024-01-02,10137,2001,2,8427.77
2024-01-02,10163,2007,2,9666.88
2024-01-02,10357,2000,3,11016.63
2024-01-02,10237,2007,3,15605.56
2024-01-02,10208,2008,1,811.71
2024-01-02,10344,2006,1,1379.95
2024-01-02,10352,2005,1,634.61
2024-01-03,10186,2004,2,5036.84
2024-01-03,10362,2005,2,1228.18
2024-01-03,10113,2004,3,6721.36
2024-01-03,10353,2005,4,2429.09
2024-01-03,10184,2003,2,588.57
2024-01-03,10060,2005,4,2666.49
2024-01-03,10206,2000,3,10964.14
2024-01-03,10421,2001,1,4107.7
2024-01-03,10037,2004,4,9850.17
2024-01-03,10496,2009,4,10512.49
2024-01-03,10454,2002,1,4177.32
2024-01-03,10082,2002,4,15023.76
2024-01-03,10195,2007,2,9939.48
2024-01-03,10276,2009,4,10936.75
2024-01-03,10236,2006,2,2784.9
2024-01-03,10351,2004,4,10077.54
2024-01-03,10176,2009,2,5538.08
2024-01-03,10096,2000,1,3788.34
2024-01-03,10005,2002,1,3923.73
2024-01-03,10149,2008,2,1690.49
2024-01-03,10086,2000,4,15027.73
2024-01-03,10450,2008,3,2447.64
2024-01-03,10284,2004,3,6891.08
2024-01-03,10045,2003,3,880.52
2024-01-03,10044,2000,3,9468.8
2024-01-03,10449,2004,2,5193.12
2024-01-03,10093,2005,2,1126.01
2024-01-03,10208,2009,3,7239.05
2024-01-03,10137,2002,4,14488.04
2024-01-03,10233,2006,3,3660.32
2024-01-03,10126,2002,2,7402.66
2024-01-03,10411,2007,4,21658.17
2024-01-03,10136,2000,2,7531.68
2024-01-03,10194,2009,4,10589.7
2024-01-03,10448,2001,2,8477.25
2024-01-03,10245,2000,2,6340.78
2024-01-03,10238,2000,1,3237.04
2024-01-03,10412,2006,4,5638.36
